system_cod,location_c,location_n,BEDS,Managed_by,location_t,Location_1,Grades_tex,Grades_fin,open_date,Status_des,Primary_bu,primary_ad,X_COORDINA,Y_COORDINA,LONGITUDE,LATITUDE,Community_,Council-di,Census_tra,Borough_bl,NTA,NTA_Name,Geographic,Administra,Administ_1,communit_1,LOC_CODE
10X434,X434,Belmont Preparatory High School,321000011434,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001/07/01 00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,"1015058","252424",-73.888625000000005,40.859465999999998,"206","15","38700","2030590001",BX06,Belmont,"10","10",NULL,NULL,X434
10X435,X435,Theodore Roosevelt Hs,321000011435,DOE,General Academic,High school,"11,12","09,10,11,12",1928/07/01 00:00:00.000,Closed,X435,500 EAST FORDHAM ROAD,"1015157","252634",-73.888099999999994,40.859999999999999,"206","15","38700","2030590001",BX06,Belmont,"10","10",COMMUNITY SCHOOL DISTRICT 10,Sonia Menendez,X435
10X437,X437,Fordham High School for the Arts,321000011437,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001/07/01 00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,"1015058","252424",-73.888625000000005,40.859465999999998,"206","15","38700","2030590001",BX06,Belmont,"10","10",NULL,NULL,X437
10X438,X438,Fordham Leadership Academy,321000011438,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001/07/01 00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,"1015058","252424",-73.888625000000005,40.859465999999998,"206","15","38700","2030590001",BX06,Belmont,"10","10",NULL,NULL,X438
10X439,X439,Bronx High School for Law and Community Service,321000011439,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001/07/01 00:00:00.000,Open,X435,500 EAST FORDHAM ROAD,"1015058","252424",-73.888625000000005,40.859465999999998,"206","15","38700","2030590001",BX06,Belmont,"10","10",NULL,NULL,X439
10X440,X440,DeWitt Clinton High School,321000011440,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1929/07/01 00:00:00.000,Open,X440,100 WEST MOSHOLU PARKWAY SOUTH,"1014942","259890",-73.889010999999996,40.879958000000002,"207","11","40900","2032510201",BX28,Van Cortlandt Village,"10","10",NULL,NULL,X440
10X442,X442,"Celia Cruz Bronx High School of Music, The",321000011442,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2003/07/01 00:00:00.000,Open,X430,2780 RESERVOIR AVENUE,"1012719","255917",-73.897065999999995,40.869061000000002,"207","11","40900","2032470070",BX28,Van Cortlandt Village,"10","10",NULL,NULL,X442
09X443,X443,The Family School,320900010443,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2009/07/01 00:00:00.000,Open,X090,1116 SHERIDAN AVENUE,"1007073","242362",-73.917525999999995,40.831873000000002,"204","16","18102","2024560100",BX14,East Concourse-Concourse Village,"9","9",COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X443
10X445,X445,The Bronx High School of Science,321000011445,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1959/07/01 00:00:00.000,Open,X445,75 WEST 205 STREET,"1014942","259890",-73.889010999999996,40.879958000000002,"207","11","40900","2032510201",BX28,Van Cortlandt Village,"10","10",NULL,NULL,X445
12X446,X446,Arturo A. Schomburg Satellite Academy Bronx,321200011446,DOE,Transfer School,High school,"10,11,12","09,10,11,12",2010/07/01 00:00:00.000,Open,X401,1010 REV. J. A. POLITE AVENUE,"1012407","239180",-73.898264999999995,40.823124000000000,"202","17","12901","2026980012",BX33,Longwood,"12","12",NULL,NULL,X446
10X447,X447,Creston Academy,321000010447,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009/07/01 00:00:00.000,Open,X079,125 EAST 181 STREET,"1011045","250915",-73.903138999999996,40.855336999999999,"205","14","23704","2031700001",BX40,Fordham South,"10","10",COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",X447
08X448,X448,Soundview Academy for Culture and Scholarship,320800010448,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009/07/01 00:00:00.000,Open,X131,885 BOLTON AVENUE,"1022998","239122",-73.859998000000004,40.822924999999998,"209","18","4200","2036440001",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"8","8",COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",X448
09X449,X449,Grant Avenue Elementary School,320900010449,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2009/07/01 00:00:00.000,Open,X166,250 EAST 164 STREET,"1007025","240954",-73.917704999999998,40.828009000000002,"204","16","18302","2024460043",BX14,East Concourse-Concourse Village,"9","9",COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X449
08X450,X450,Adlai E. Stevenson High School,320800011450,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1970/07/01 00:00:00.000,Closed,X450,1980 LAFAYETTE AVENUE,"1024059","238892",-73.856200000000001,40.822299999999998,"209","18","1600","2036040039",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"8","8",COMMUNITY SCHOOL DISTRICT 08,NULL,X450
08X452,X452,Gotham Collaborative High School,320800011452,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001/07/01 00:00:00.000,Open,X450,1980 LAFAYETTE AVENUE,"1024125","238502",-73.855930000000001,40.821218000000002,"209","18","1600","2036040039",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"8","8",NULL,NULL,X452
09X454,X454,Science and Technology Academy: A Mott Hall School,320900010454,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009/07/01 00:00:00.000,Open,X166,250 EAST 164 STREET,"1007025","240954",-73.917704999999998,40.828009000000002,"204","16","18302","2024460043",BX14,East Concourse-Concourse Village,"9","9",COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X454
11X455,X455,Harry S Truman High School,321100011455,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1973/07/01 00:00:00.000,Open,X455,750 BAYCHESTER AVENUE,"1030803","257757",-73.831669000000005,40.874034999999999,"210","12","46201","2051410150",BX13,Co-op City,"11","11",NULL,NULL,X455
09X457,X457,Sheridan Academy for Young Leaders,320900010457,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2009/07/01 00:00:00.000,Open,X090,1116 SHERIDAN AVENUE,"1007073","242362",-73.917525999999995,40.831873000000002,"204","16","18102","2024560100",BX14,East Concourse-Concourse Village,"9","9",COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X457
12X458,X458,Samara Community School,321200010458,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2014/07/01 00:00:00.000,Open,X050,1550 VYSE AVENUE,"1015521","243215",-73.886994999999999,40.834187999999997,"203","17","15700","2029960010",BX75,Crotona Park East,"12","12",COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",X458
10X459,X459,East Fordham Academy for the Arts,321000011459,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009/07/01 00:00:00.000,Closed,X115,120 EAST 184 STREET,"1011776","252431",-73.900490000000005,40.859496000000000,"205","14","23703","2031720046",BX40,Fordham South,"10","10",COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",X459
84X460,X460,Atmosphere Charter School,321000861075,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",2015/07/01 00:00:00.000,Open,XAZI,22 MARBLE HILL AVENUE,"1009022","258135",-73.910426000000001,40.875160999999999,"208","10","30900","0",MN01,Marble Hill-Inwood,"10","84",OFFICE OF CHARTER SCHOOLS,NULL,X460
84X461,X461,Metropolitan Lighthouse Charter School,320900860962,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11","0K,01,02,03,04,05,06,07,08,09,10,11,12",2010/06/01 00:00:00.000,Open,XAWW,180 West 165th street,"1003677","243349",-73.929796999999994,40.834598999999997,"204","8","18900","0",BX26,Highbridge,"9","84",OFFICE OF CHARTER SCHOOLS,NULL,X461
11X462,X462,Cornerstone Academy for Social Action Middle Schoo,321100010462,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009/07/01 00:00:00.000,Open,X189,3441 STEENWICK AVENUE,"1031088","260943",-73.830616000000006,40.882778000000002,"212","12","46202","2052630192",BX13,Co-op City,"11","11",COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",X462
12X463,X463,Urban Scholars Community School,321200010463,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2009/07/01 00:00:00.000,Open,X198,1180 TINTON AVENUE,"1011891","241104",-73.900120999999999,40.828406000000001,"203","17","13500","2026720001",BX35,Morrisania-Melrose,"12","12",COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",X463
84X464,X464,Success Academy Charter School - Bronx 4 - New Yor,320800861074,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05",2014/07/01 00:00:00.000,Open,X131,885 BOLTON AVENUE,"1022998","239122",-73.859998000000004,40.822924999999998,"209","18","4200","2036440001",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"8","84",OFFICE OF CHARTER SCHOOLS,NULL,X464
84X465,X465,Boys Preparatory Charter School of New York,320700860994,Charter,General Academic,Elementary,"PK,0K,01,02,03,04,05,06","0K,01,02,03,04,05",2014/07/01 00:00:00.000,Open,XBCA,192 EAST 151ST STREET,"1004345","238142",-73.927396999999999,40.820298000000001,"204","8","63","2023480005",BX63,West Concourse,"7","84",OFFICE OF CHARTER SCHOOLS,NULL,X465
08X467,X467,Mott Hall Community School,320800010467,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009/07/01 00:00:00.000,Open,X192,650 HOLLYWOOD AVENUE,"1034596","240553",-73.818083000000001,40.826794000000000,"210","13","15800","2054380001",BX52,Schuylerville-Throgs Neck-Edgewater Park,"8","8",COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",X467
11X468,X468,Pelham Academy of Academics and Community Engageme,321100010468,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2009/07/01 00:00:00.000,Open,X135,2441 WALLACE AVENUE,"1021584","253392",-73.865027999999995,40.862098000000003,"211","13","33000","2044320001",BX07,Bronxdale,"11","11",COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",X468
75X469,X469,P469X - The Bronx School for Continuous Learners,307500012469,DOE,Special Education,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2014/07/01 00:00:00.000,Open,X177,3177 WEBSTER AVENUE,"1018564","257153",-73.875375000000005,40.872559000000003,"207","11","42500","2033530040",BX43,Norwood,"10","75",CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",X469
72X470,X470,South Bronx Hs,320700011470,DOE,General Academic,High school,NULL,"09,10,11,12",1921/07/01 00:00:00.000,Closed,X470,701 ST ANN'S AVENUE,"1008890","237443",-73.911000000000001,40.818399999999997,"201","17","7100","2023590240",BX34,Melrose South-Mott Haven North,"7","7",COMMUNITY SCHOOL DISTRICT 07,Yolanda Torres,X470
84X471,X471,American Dream Charter School,320700861062,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,11","06,07,08",2014/07/01 00:00:00.000,Open,X030,510 EAST 141 STREET,"1007111","234037",-73.917417000000000,40.809023000000003,"201","8","3900","2022670015",BX39,Mott Haven-Port Morris,"7","84",OFFICE OF CHARTER SCHOOLS,NULL,X471
84X472,X472,Family Life Academy Charter School III,320700861070,Charter,General Academic,Elementary,"0K,01,02,03,04","0K,01,02,03,04,05",2014/07/01 00:00:00.000,Open,XBAV,370 Gerard Avenue,"1003640","236665",-73.929948999999993,40.816245000000002,"201","8","6300","2023440110",BX63,West Concourse,"7","84",OFFICE OF CHARTER SCHOOLS,NULL,X472
84X493,X493,Success Academy Charter School - Bronx 1,320700860981,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,SE","0K,01,02,03,04,05,06,07,08",2010/06/01 00:00:00.000,Open,X183,339 MORRIS AVENUE,"1004735","235732",-73.925995000000000,40.813681000000003,"201","8","5100","2023330070",BX39,Mott Haven-Port Morris,"7","84",OFFICE OF CHARTER SCHOOLS,NULL,X493
07X473,X473,Mott Haven Village Preparatory High School,320700011473,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001/07/01 00:00:00.000,Open,X470,701 ST. ANNS AVENUE,"1008709","237324",-73.911632999999995,40.818041000000001,"201","17","7100","2023590240",BX34,Melrose South-Mott Haven North,"7","7",NULL,NULL,X473
10X475,X475,John F. Kennedy High School,321000011475,DOE,General Academic,High school,"10,11,12,SE","09,10,11,12",1972/07/01 00:00:00.000,Closed,X475,99 TERRACE VIEW AVENUE,"1008396","258943",-73.912685999999994,40.877378999999998,"208","10","30900","1022150080",MN01,Marble Hill-Inwood,"10","10",COMMUNITY SCHOOL DISTRICT 10,NULL,X475
10X477,X477,Marble Hill High School for International Studies,321000011477,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2002/09/02 00:00:00.000,Open,X475,99 TERRACE VIEW AVENUE,"1008396","258943",-73.912685999999994,40.877378999999998,"208","10","30900","1022150080",MN01,Marble Hill-Inwood,"10","10",NULL,NULL,X477
12X478,X478,The Cinema School,321200011478,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2009/07/01 00:00:00.000,Open,X423,1551 EAST 172ND STREET,"1017958","242606",-73.878191000000001,40.832507999999997,"209","18","5600","2038640001",BX08,West Farms-Bronx River,"12","12",NULL,NULL,X478
12X479,X479,Bronx Career and College Preparatory High School,321200011479,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2009/07/01 00:00:00.000,Open,X158,800 HOME STREET,"1011761","240567",-73.900593000000001,40.826932999999997,"203","16","13100","2026710011",BX33,Longwood,"12","12",NULL,NULL,X479
12X480,X480,Bronx Regional High School,321200011480,DOE,Transfer School,High school,"10,11,12","09,10,11,12",1996/06/05 00:00:00.000,Open,X401,1010 REV. J. A. POLITE AVENUE,"1012407","239180",-73.898264999999995,40.823124000000000,"202","17","12901","2026980012",BX33,Longwood,"12","12",NULL,NULL,X480
11X481,X481,The STEAM Bridge School,321100010481,DOE,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04,05",2015/07/01 00:00:00.000,Open,X311,1684 WHITE PLAINS ROAD,"1021575","246643",-73.865498000000002,40.843530999999999,"211","13","23800","2040370001",BX37,Van Nest-Morris Park-Westchester Square,"11","11",COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",X481
84X482,X482,Dr. Richard Izquierdo Health and Science Charter S,321200860965,Charter,General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",2010/06/01 00:00:00.000,Open,X158,800 HOME STREET,"1011761","240567",-73.900593000000001,40.826932999999997,"203","16","13100","2026710011",BX33,Longwood,"12","84",OFFICE OF CHARTER SCHOOLS,NULL,X482
11X483,X483,The Matilda Avenue School,321100010483,DOE,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04,05",2015/07/01 00:00:00.000,Open,X314,4520 MATILDA AVENUE,"1024582","267629",-73.854401999999993,40.901435999999997,"212","11","41400","2050800001",BX62,Woodlawn-Wakefield,"11","11",COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",X483
84X484,X484,Bronx Charter School for Better Learning II,321100861076,Charter,General Academic,Elementary,"0K,01,02,03,04","0K,01,02,03,04,05",2015/07/01 00:00:00.000,Open,X144,2545 GUNTHER AVENUE,"1029467","254041",-73.836524999999995,40.863841999999998,"211","13","31000","2044930001",BX31,Allerton-Pelham Gardens,"11","84",OFFICE OF CHARTER SCHOOLS,NULL,X484
84X486,X486,Rosalyn Yalow Charter School,320900861073,Charter,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2015/07/01 00:00:00.000,Open,XAJG,116-118 EAST 169 STREET,"1007120","244113",-73.917349999999999,40.836678999999997,"204","16","22102","2024660011",BX63,West Concourse,"9","84",OFFICE OF CHARTER SCHOOLS,NULL,X486
84X487,X487,Girls Preparatory Charter School of the Bronx,320800860940,Charter,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05",2009/07/01 00:00:00.000,Open,X052,681 KELLY STREET,"1011487","236612",-73.901599000000004,40.816077999999997,"202","17","8300","2026860020",BX33,Longwood,"8","84",OFFICE OF CHARTER SCHOOLS,NULL,X487
84X488,X488,The Equality Charter School,321100860956,Charter,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2009/07/01 00:00:00.000,Open,X160,4140 HUTCHINSON RIVER PKWAY EA,"1032982","254132",-73.823815999999994,40.864072999999998,"210","12","30200","2051350200",BX13,Co-op City,"11","84",OFFICE OF CHARTER SCHOOLS,NULL,X488
84X489,X489,South Bronx Classical Charter School III,320900861084,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",2015/07/01 00:00:00.000,Open,XBBZ,3458 Third Avenue,"101015","241607",-73.906402999999997,40.829793000000002,"203","16","1001","2026090002",BX01,Claremont-Bathgate,"9","84",OFFICE OF CHARTER SCHOOLS,NULL,X489
84X491,X491,Academic Leadership Charter School,320700860957,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05",2009/07/01 00:00:00.000,Open,X065,677 EAST 141 STREET,"1008457","233635",-73.912557000000007,40.807915999999999,"201","8","3300","2025710001",BX39,Mott Haven-Port Morris,"7","84",OFFICE OF CHARTER SCHOOLS,NULL,X491
84X492,X492,South Bronx Early College Academy Charter School,320800861068,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",2015/07/01 00:00:00.000,Open,XBBM,766 WESTCHESTER AVENUE,"1010760","237336",-73.904223000000002,40.818069000000001,"201","17","79","2026760003",BX34,Melrose South-Mott Haven North,"8","84",OFFICE OF CHARTER SCHOOLS,NULL,X492
84X494,X494,Success Academy Charter School - Bronx 2,320900860980,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2010/06/01 00:00:00.000,Open,X055,450 SAINT PAUL'S PLACE,"1010546","243845",-73.904970000000006,40.835934000000002,"203","16","14702","2029020001",BX01,Claremont-Bathgate,"9","84",OFFICE OF CHARTER SCHOOLS,NULL,X494
07X495,X495,University Heights Secondary School,320700011495,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996/06/05 00:00:00.000,Open,X470,701 ST. ANNS AVENUE,"1008709","237324",-73.911632999999995,40.818041000000001,"201","17","7100","2023590240",BX34,Melrose South-Mott Haven North,"7","7",NULL,NULL,X495
84X496,X496,Icahn Charter School 4,321100860948,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2009/07/02 00:00:00.000,Open,XAGA,1500 PELHAM PARKWAY SOUTH,"1027677","251374",-73.843012999999999,40.856530999999997,"211","13","29600","2042220005",BX49,Pelham Parkway,"11","84",OFFICE OF CHARTER SCHOOLS,NULL,X496
84X497,X497,Storefront Academy Charter School,320700861080,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",2015/07/01 00:00:00.000,Open,XBBX,609 JACKSON AVENUE,"1009502","236199",-73.908772999999997,40.814951999999998,"201","8","73","2026230211",BX34,Melrose South-Mott Haven North,"7","84",OFFICE OF CHARTER SCHOOLS,NULL,X497
11X498,X498,P.S./M.S. 11X498 - Van Nest Academy,321100010498,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2010/07/01 00:00:00.000,Open,X498,1640 BRONXDALE AVE,"1023541","247174",-73.857989000000003,40.845022999999998,"211","13","24400","2040910001",BX37,Van Nest-Morris Park-Westchester Square,"11","11",COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",X498
07X500,X500,Hostos-Lincoln Academy of Science,320700011500,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1996/06/05 00:00:00.000,Open,X162,600 SAINT ANN'S AVENUE,"1008598","236164",-73.912037999999995,40.814857000000003,"201","17","7300","2026160001",BX34,Melrose South-Mott Haven North,"7","7",NULL,NULL,X500
09X501,X501,District 9 HS#1,320900011501,DOE,General Academic,High school,"09,10,11,12,SE",,1901/01/01 00:00:00.000,"Initiated, never opened",X410,240 EAST 172 STREET,"1008775","245072",-73.911366000000001,40.839306999999998,"204","16","22500","2028170002",BX14,East Concourse-Concourse Village,"9","9",COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X501
09X505,X505,"Bronx School for Law, Government and Justice",320900011505,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","07,08,09,10,11,12",1997/08/04 00:00:00.000,Open,X460,244 EAST 163 STREET,"1006660","240754",-73.919023999999993,40.827461000000000,"204","16","18302","2024450006",BX14,East Concourse-Concourse Village,"9","9",NULL,NULL,X505
11X508,X508,Bronxdale High School,321100011508,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2011/07/01 00:00:00.000,Open,X415,925 ASTOR AVENUE,"1022774","252791",-73.860729000000006,40.860442999999997,"211","13","32400","2043580001",BX07,Bronxdale,"11","11",NULL,NULL,X508
11X509,X509,High School of Language and Innovation,321100011509,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2011/07/01 00:00:00.000,Open,X415,925 ASTOR AVENUE,"1022774","252791",-73.860729000000006,40.860442999999997,"211","13","32400","2043580001",BX07,Bronxdale,"11","11",NULL,NULL,X509
12X511,X511,Bronx Envision Academy,321200011511,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2011/07/01 00:00:00.000,Open,X098,1619 BOSTON ROAD,"1014525","243963",-73.890591000000001,40.836244999999998,"203","17","15500","2029390093",BX75,Crotona Park East,"12","12",NULL,NULL,X511
11X513,X513,New World High School,321100011513,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004/09/08 00:00:00.000,Open,X362,921 EAST 228TH STREET,"1024974","262923",-73.852714000000006,40.888241999999998,"212","12","40400","2048640035",BX44,Williamsbridge-Olinville,"11","11",NULL,NULL,X513
11X514,X514,The Bronxwood Preparatory Academy,321100011514,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004/09/08 00:00:00.000,Open,X362,921 EAST 228TH STREET,"1024974","262923",-73.852714000000006,40.888241999999998,"212","12","40400","2048640035",BX44,Williamsbridge-Olinville,"11","11",NULL,NULL,X514
09X517,X517,Frederick Douglass Academy III Secondary School,320900011517,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2000/07/01 00:00:00.000,Open,X148,3630 THIRD AVENUE,"1010829","242956",-73.903951000000006,40.833492999999997,"203","16","14701","2029250001",BX01,Claremont-Bathgate,"9","9",NULL,NULL,X517
08X519,X519,Felisa Rincon de Gautier Institute for Law and Pub,320800011519,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004/09/08 00:00:00.000,Closed,X972,1440 STORY AVENUE,"1017135","238225",-73.881186999999997,40.820486000000002,"209","17","2800","2036220018",BX09,Soundview-Castle Hill-Clason Point-Harding Park,"8","8",NULL,NULL,X519
07X520,X520,Foreign Language Academy of Global Studies,320700011520,DOE,General Academic,High school,"11,12","09,10,11,12",1996/06/05 00:00:00.000,Closed,X155,470 JACKSON AVENUE,"1009340","234778",-73.909362999999999,40.811050999999999,"201","8","3500","2025780027",BX39,Mott Haven-Port Morris,"7","7",NULL,NULL,X520
12X521,X521,The Metropolitan Soundview High School,321200011521,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2011/07/01 00:00:00.000,Open,X420,1300 BOYNTON AVENUE,"1017958","242606",-73.878191000000001,40.832507999999997,"209","18","5600","2038640001",BX08,West Farms-Bronx River,"12","12",NULL,NULL,X521
07X522,X522,Bronx Design and Construction Academy,320700011522,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2011/07/01 00:00:00.000,Open,X600,333 EAST 151 STREET,"1006407","237542",-73.919949000000003,40.818644999999997,"201","17","6700","2024110022",BX34,Melrose South-Mott Haven North,"7","7",NULL,NULL,X522
10X524,X524,Crotona International High School,321000011524,DOE,Career Technical,High school,"09,10,11,12","09,10,11,12",2011/07/01 00:00:00.000,Open,X660,2474 CROTONA AVENUE,"1016758","250942",-73.882486999999998,40.855392000000002,"206","15","39300","2031040007",BX06,Belmont,"10","10",NULL,NULL,X524
09X525,X525,Bronx Leadership Academy High School,320900011525,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996/06/05 00:00:00.000,Open,X876,1710 WEBSTER AVENUE,"1011097","246511",-73.902968999999999,40.843249999999998,"203","15","16500","2028980001",BX01,Claremont-Bathgate,"9","9",NULL,NULL,X525
07X527,X527,Bronx Leadership Academy II High School,320700011527,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001/07/01 00:00:00.000,Open,X790,730 CONCOURSE VILLAGE WEST,"1005737","238701",-73.922365999999997,40.821827999999996,"204","17","6100","2024430078",BX14,East Concourse-Concourse Village,"7","7",NULL,NULL,X527
11X529,X529,One World Middle School at Edenwald,321100010529,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2011/07/01 00:00:00.000,Open,X142,3750 BAYCHESTER AVENUE,"1028579","262113",-73.839681999999996,40.886001999999998,"212","12","48400","2049350001",BX03,Eastchester-Edenwald-Baychester,"11","11",COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",X529
08X530,X530,Longwood Preparatory Academy,320800011530,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1997/04/29 00:00:00.000,Open,X039,965 LONGWOOD AVENUE,"1012517","237219",-73.897875999999997,40.817740999999998,"202","17","8700","2027100001",BX33,Longwood,"8","8",NULL,NULL,X530
12X531,X531,Archer Elementary School,321200010531,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2011/07/01 00:00:00.000,Open,X102,1827 ARCHER STREET,"1021318","244667",-73.866038000000003,40.838151000000003,"209","18","21601","2039210030",BX08,West Farms-Bronx River,"12","12",COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",X531
11X532,X532,Baychester Middle School,321100010532,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2011/07/01 00:00:00.000,Open,X142,3750 BAYCHESTER AVENUE,"1028579","262113",-73.839681999999996,40.886001999999998,"212","12","48400","2049350001",BX03,Eastchester-Edenwald-Baychester,"11","11",COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",X532
12X536,X536,P.S. 536,321200010536,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2011/07/01 00:00:00.000,Open,X102,1827 ARCHER STREET,"1021318","244667",-73.866038000000003,40.838151000000003,"209","18","21601","2039210030",BX08,West Farms-Bronx River,"12","12",COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",X536
